Freq (MHz),re(S11),im(S11),re(Z),im(Z)
29.350,0.31678,-0.79608,12.081,-72.336
29.400,0.31596,-0.79786,11.932,-72.238
29.450,0.31211,-0.79871,11.909,-71.882
29.500,0.31052,-0.79895,11.908,-71.738
29.550,0.30776,-0.80009,11.843,-71.479
29.600,0.30497,-0.80123,11.778,-71.218
29.650,0.30248,-0.80187,11.753,-70.992
29.700,0.29987,-0.80299,11.687,-70.749
29.750,0.29751,-0.80358,11.664,-70.537
29.800,0.29429,-0.80403,11.661,-70.252
29.850,0.29265,-0.80610,11.501,-70.087
29.900,0.29002,-0.80633,11.511,-69.858
29.950,0.28781,-0.80741,11.442,-69.657
30.000,0.28493,-0.80643,11.556,-69.421
